gene,WT1,WT2,F71Y1,F71Y2,R61K1,R61K2,R61H1,R61H2,null1,null2
BSU32930_yusU_hypothetical_protein,67,28,31,57,14,32,35,44,15,12
BSU32940_yusV_iron(III)-siderophore_transporter_ATP_binding_protein,791,355,235,404,194,271,378,297,306,270
BSU32950_yusW_lipoprotein,16,24,45,59,36,52,31,60,44,88
BSU32980_yusZ_short_chain_dehydrogenase,195,184,297,310,271,388,305,454,413,436
BSU32990_mrgA_metalloregulation_DNA-binding_stress_protein,4874,6292,6337,8578,7113,8397,9725,8104,7023,4691
BSU33000_htrB_HtrA-like_serine_protease,1541,1594,1630,1653,1306,1625,1134,1864,1310,1413
BSU33010_cssR_two-component_response_regulator,454,736,705,827,436,836,392,818,423,707
BSU33020_cssS_two-component_sensor_histidine_kinase,781,1280,1136,1266,727,1310,632,1377,710,1122
BSU33029_yuzO_hypothetical_protein,144,329,288,366,106,293,159,399,172,356
BSU33030_yuxN_transcriptional_regulator,411,434,381,420,355,373,458,373,266,264
BSU33040_fumC_fumarate_hydratase,15638,14810,13364,13470,10545,13836,9916,15507,12818,13040
BSU33049_yvzF_hypothetical_protein,594,1497,1339,1602,433,1409,367,1671,460,1262
BSU33050_gerAA_GerA_germination_receptor,15,12,17,22,27,20,14,16,20,9
BSU33060_gerAB_germination_receptor_GerA,19,13,10,8,21,12,19,11,11,10
BSU33070_gerAC_germination_receptor_GerA,23,39,47,32,32,29,26,34,27,27
BSU33080_liaR_two-component_response_regulator_YvqE_responding_to_cell_wall_stress,490,649,566,604,439,596,364,698,443,565
BSU33090_liaS_two-component_sensor_histidine_kinase_YvqC_sensing_cell_wall_stress,1126,1277,1084,1095,1104,1211,892,1281,1004,1147
BSU33100_liaF_hypothetical_protein,684,727,547,717,546,788,443,711,558,631
BSU33110_liaG_hypothetical_protein,1135,2220,1819,2024,1068,2170,927,2321,996,2091
BSU33120_liaH_modulator_of_liaIHGFSR_(yvqIHGFEC)_operon_expression,403,666,603,564,353,610,215,783,235,723
BSU33130_liaI_permease,261,348,263,276,241,290,138,352,153,354
BSU33140_yvqJ_efflux_protein,128,69,85,96,130,76,81,118,146,95
BSU33150_yvqK_ATP:cob(I)alamin_adenosyltransferase,527,587,499,562,389,500,345,559,368,394
"BSU33160_yvrA_vitamin_B12_transport_system,_ATPase_component",1666,1883,1495,1655,1261,1493,1106,1857,1120,1266
BSU33170_yvrB_vitamin_B12_permease,1474,1158,776,1002,1172,937,1018,957,1099,783
BSU33180_yvrC_lipoprotein_binding_vitamin_B12,2503,3907,3250,3544,2031,3626,1795,3813,1899,3136
BSU33190_yvrD_oxidoreductase,886,1493,1603,1488,731,1489,790,1326,741,1122
BSU33200_yvrE_hypothetical_protein,956,865,713,917,776,800,742,858,819,772
BSU33210_yvrG_two-component_sensor_histidine_kinase_YvrG,1694,2393,1847,2420,1317,2141,1244,2332,1374,1978
BSU33221_yvrH_two-component_response_regulator_YvrH,730,1553,1275,1500,536,1382,548,1515,552,1154
BSU33222_rsoA_hypothetical_protein,12,9,12,10,2,19,7,14,9,4
BSU33230_sigO_alternative_sigma_factor,25,31,40,43,21,51,24,27,26,19
BSU33239_yvrJ_hypothetical_protein,0,5,5,3,4,8,3,4,2,4
BSU33240_oxdC_oxalate_decarboxylase,195,183,152,227,125,179,142,222,211,199
BSU33250_yvrL_hypothetical_protein,37,18,25,30,22,29,19,27,24,30
BSU33260_yvrN_ABC_transporter_ATP-binding_protein,1534,1329,1184,1268,1103,1409,1038,1609,1164,1420
BSU33270_yvrO_ABC_transporter_ATP-binding_protein,461,469,332,435,315,479,258,522,295,487
BSU33280_yvrP_ABC_transporter,1268,1601,1438,1709,933,1667,742,1989,822,1636
BSU33290_fhuC_ferrichrome_ABC_transporter_ATP-binding_protein,378,188,149,177,136,175,150,177,116,147
BSU33300_fhuG_ferrichrome_ABC_transporter_permease,341,142,106,128,156,102,175,138,174,114
BSU33310_fhuB_ferrichrome_ABC_transporter_permease,255,81,44,60,43,40,70,41,47,33
BSU33320_fhuD_ferrichrome_ABC_transporter_substrate-binding_protein,282,137,66,98,54,96,74,98,54,69
BSU33330_lysP_lysine_permease,1453,1073,891,918,1048,921,854,808,864,621
BSU33340_sspJ_small_acid-soluble_spore_protein,11,19,8,15,9,19,10,15,2,15
BSU33350_yvsG_membrane_hydrolase,595,1616,1645,1516,462,1558,388,1649,379,1012
BSU33360_yvgJ_transporter,1820,2048,2013,2081,1662,1963,1516,2109,1550,1704
BSU33370_yvgK_molybdate_binding_regulator,1676,4225,4261,4029,1373,4171,1258,4506,1529,3702
BSU33380_yvgL_molybdate-binding_lipoprotein,644,1255,811,829,437,844,419,817,366,665
BSU33390_yvgM_molybdenum_transport_permease,535,358,276,229,433,293,352,274,324,216
BSU33400_yvgN_glyoxal/methylglyoxal_reductase,4596,7675,8039,7999,3715,7875,4179,7598,4052,6036
BSU33410_yvgO_hypothetical_protein,6,2,3,12,7,5,10,3,8,4
BSU33420_nhaK_Na+/H+_antiporter,2004,2724,2573,3106,2025,2829,2119,2670,1925,2180
BSU33430_yvgQ_sulfite_reductase_subunit_beta,1925,1521,2775,2491,3115,3251,3990,4229,4929,4702
BSU33440_cysJ_sulfite_reductase_flavoprotein_subunit_alpha,1789,1528,2569,2433,2802,2991,3449,4043,4178,4335
BSU33450_helD_DNA_3'-5'_helicase_IV,922,1212,1153,1309,856,1272,810,1296,807,1095
BSU33460_yvgT_hypothetical_protein,714,949,1004,1145,698,1136,615,1053,653,823
BSU33470_bdbC_thiol-disulfide_oxidoreductase,1134,1322,1269,1314,853,1270,758,1523,912,1078
BSU33480_bdbD_thiol-disulfide_oxidoreductase,2499,4927,3753,4073,2086,4126,1764,4384,1931,3691
BSU33490_copB_copper(I)-transporting_ATPase,619,655,752,720,2755,860,509,530,859,491
BSU33500_copA_copper_transporter_ATPase,1029,1005,926,1066,930,938,705,1017,851,828
BSU33510_copZ_copper_insertion_chaperone_and_transporter,179,427,454,434,125,423,150,454,155,337
BSU33520_csoR_repressor_of_copper_utilisation_proteins,299,450,398,488,183,470,225,483,241,409
BSU33530_yvaA_oxidoreductase,888,1111,1091,1424,709,1169,749,1202,919,936
BSU33540_yvaB_azoreductase,376,552,486,423,307,452,325,486,369,486
BSU33550_yvaC_hypothetical_protein,91,50,50,61,49,46,45,36,39,23
BSU33560_yvaD_hypothetical_protein,183,116,98,101,145,124,119,99,131,72
BSU33570_yvaE_metabolite-efflux_transporter,243,299,238,251,182,303,157,233,173,172
BSU33580_yvaF_transcriptional_regulator,377,615,448,550,231,570,239,484,236,380
BSU33590_yvaG_oxidoreductase,193,263,255,254,146,255,162,326,175,259
BSU33600_smpB_SsrA-binding_protein,1768,2691,2514,2689,1341,2338,1335,3000,1296,2038
BSU33610_rnr_ribonuclease_R,4154,4098,3588,4499,2786,3498,2551,3757,2932,3231
BSU33620_yvaK_carboxylesterase,950,1579,1235,1691,591,1241,518,1504,620,1173
BSU33630_secG_preprotein_translocase_subunit_SecG,4292,1434,1460,1406,2856,1414,3092,1566,3767,1270
BSU33640_yvaM_hydrolase,114,30,31,37,88,44,70,53,80,50
BSU33650_yvzC_transcriptional_regulator,13,18,20,24,21,28,6,26,15,19
BSU33660_rghRA_transcriptional_repressor,485,508,507,542,362,492,394,611,455,508
BSU33670_rghRB_transcriptional_repressor,362,240,266,259,249,310,290,293,321,267
BSU33680_yvaP_transcriptional_regulator,553,2135,2294,2013,446,2246,476,2392,511,1750
BSU33690_yvaQ_methyl-accepting_transducer,369,532,453,500,347,480,329,488,278,439
BSU33700_opuBD_choline_ABC_transporter_permease,179,82,170,164,723,225,517,357,1497,697
BSU33710_opuBC_choline_ABC_transporter_choline-binding_lipoprotein,233,171,336,392,788,586,620,825,1665,1914
BSU33720_opuBB_choline_ABC_transporter_permease,150,69,125,147,506,168,377,311,1039,623
BSU33730_opuBA_choline_ABC_transporter_ATP-binding_protein,226,251,436,476,886,858,637,868,1792,2086
BSU33740_yvaV_transcriptional_regulator,619,852,786,824,473,830,411,867,477,699
BSU33750_sdpA_export_of_killing_factor,166,301,224,276,105,439,149,533,224,841
BSU33760_sdpB_exporter_of_killing_factor_SpbC,314,670,762,883,433,1548,540,2278,907,4138
BSU33770_spbC_killing_factor_SdpC,691,1278,1837,1808,1191,3250,1603,5510,3110,8057
BSU33780_sdpI_integral_inner_membrane_regulator_of_autophagy,271,683,460,599,248,720,238,589,263,604
BSU33790_sdpR_ArsR_family_transcriptional_regulator,123,456,317,374,97,464,85,341,113,417
BSU33800_opuCD_glycine_betaine/carnitine/choline/choline_sulfate_ABC_transporter_permease,1310,794,1190,1584,2808,1793,2933,1976,3623,1950
BSU33810_opuCC_glycine_betaine/carnitine/choline/choline_sulfate_ABC_transporter_osmoprotectant-binding_lipoprotein,1871,1974,2593,3671,3556,3996,3857,4717,4580,4649
BSU33820_opuCB_glycine_betaine/carnitine/choline/choline_sulfate_ABC_transporter_permease,1172,835,996,1473,2429,1817,2471,1888,2795,1785
BSU33830_opuCA_glycine_betaine/carnitine/choline/choline_sulfate_ABC_transporter_ATP-binding_protein,2451,2847,4026,5737,4568,6125,5261,7036,5746,7032
BSU33840_yvbF_transcriptional_regulator,537,589,479,625,585,770,709,867,901,1061
BSU33850_yvbG_hypothetical_protein,12,12,9,23,18,11,8,10,21,11
BSU33860_yvbH_hypothetical_protein,837,1004,912,1037,766,1211,770,1332,965,1322
BSU33870_yvbI_permease,927,578,497,570,698,605,620,638,693,546
BSU33880_yvbJ_hypothetical_protein,1708,3143,2589,2895,1196,2866,1195,3541,1338,2795
BSU33890_yvbK_acyltransferase,242,410,393,408,159,425,177,620,224,578
BSU33900_eno_phosphopyruvate_hydratase,51232,46487,43917,53443,41646,43880,36152,48793,34751,36319
BSU33910_pgm_phosphoglyceromutase,59056,43573,40510,51210,46559,39199,39591,45711,38472,32286
BSU33920_tpiA_triosephosphate_isomerase,26019,20988,19771,24696,19652,19772,17549,21729,16033,15922
BSU33930_pgk_phosphoglycerate_kinase,44382,41776,37127,49016,34256,38632,30125,43606,27472,31210
BSU33940_gapA_glyceraldehyde-3-phosphate_dehydrogenase,95769,107504,108782,111734,73843,104622,64298,110572,65532,83516
BSU33950_cggR_gapA_transcriptional_regulator,13657,16772,16406,17612,9968,16995,8352,14866,8047,11986
BSU33960_araE_arabinose-like_permease,57,77,43,54,33,52,21,44,29,35
BSU33970_araR_transcriptional_repressor,871,896,845,843,693,820,615,832,686,671
BSU33980_yvbT_alkanal_monooxygenase,536,369,381,369,538,391,492,366,449,282
BSU33990_yvbU_LysR_family_transcriptional_regulator,182,204,189,193,126,208,119,198,131,135
BSU34000_cyeB_cysteine_and_O-acetylserine_efflux_permease,119,50,48,69,121,70,95,61,111,65
BSU34010_yvbW_amino_acid_permease,1294,1174,1052,1034,1175,1145,1124,1391,1367,1244
BSU34020_yvbX_epimerase,733,1021,1168,1662,791,1237,727,1456,824,1268
BSU34030_yvbY_subunit_of_an_iron-sulfur_protein,9198,9071,10382,11352,9646,11543,10245,13798,13002,13078
BSU34040_yvfW_iron-sulfur_oxidoreductase,16085,17621,19661,23571,16417,20718,17030,27608,21484,23813
BSU34050_yvfV_iron-sulfur_heterodisulfide_reductase,7351,7644,8800,9775,7310,9363,7723,11772,9417,10249
BSU34060_yvfU_two-component_response_regulator_YvfT,280,339,374,427,287,395,271,481,309,335
BSU34070_yvfT_two-component_sensor_histidine_kinase_YvfU,530,566,628,639,535,699,531,817,631,702
BSU34080_yvfS_ABC_transporter_permease,20,15,21,22,19,24,19,33,18,20
BSU34090_yvfR_efflux_ABC_transporter_ATP-binding_protein,28,28,39,53,27,45,21,36,22,19
BSU34100_rsbQ_regulator_of_RsbP_phosphatase,1038,693,660,596,732,672,748,773,885,699
BSU34110_rsbP_serine_phosphatase,1175,1417,1214,1188,878,1242,823,1526,1048,1325
BSU34120_ganB_secreted_arabinogalactan_oligomer_endo-hydrolase,30,30,28,33,25,26,15,24,14,20
BSU34130_ganA_arabinogalactan_type_I_oligomer_exo-hydrolase,140,124,107,157,143,101,95,141,128,120
BSU34140_ganQ_arabinogalactan_oligomer_permease,63,50,35,43,48,38,47,39,42,31
BSU34150_ganP_arabinogalactan_oligomer_permease,117,113,62,84,95,70,74,84,84,78
BSU34160_cycB_cyclodextrin-binding_lipoprotein,132,204,139,156,93,109,87,165,83,126
BSU34170_ganR_LacI_family_transcriptional_regulator,273,376,343,427,206,399,179,363,207,288
BSU34180_yvfI_GntR_family_transcriptional_regulator,634,952,1029,1021,524,924,552,1050,588,774
BSU34190_yvfH_lactate_permease,2018,1273,2853,3033,4915,3486,4666,4675,6963,3913
BSU34200_sigL_RNA_polymerase_sigma-54_factor_(sigma-L),760,1178,1567,1718,749,1497,671,1944,845,1442
BSU34210_yvfG_hypothetical_protein,329,314,277,344,229,314,239,317,249,218
BSU34220_epsO_pyruvyl_transferase,303,234,244,369,340,290,166,232,162,139
BSU34230_epsN_aminotransferase,449,399,391,508,475,419,312,422,261,223
BSU34240_epsM_O-acetyltransferase,273,136,149,191,246,144,176,136,125,80
BSU34250_epsL_phosphotransferase,294,233,188,296,347,275,188,185,142,171
BSU34265_epsK_extracellular_matrix_component_exporter,627,301,268,369,654,382,412,234,353,178
BSU34280_epsJ_glycosyl_transferase_family_protein,429,324,300,471,496,356,352,281,241,231
BSU34290_epsI_polysaccharide_pyruvyl_transferase,354,303,328,470,451,382,257,311,188,225
BSU34300_epsH_glycosyltransferase,326,201,193,317,373,267,185,175,143,133
BSU34310_epsG_biofilm_extracellular_matrix_formation_enzyme,289,156,169,294,295,230,198,135,126,112
BSU34320_epsF_glycosyltransferase,425,301,295,383,455,376,240,289,201,177
BSU34330_epsE_glycosyltransferase,408,303,300,361,406,304,310,270,221,195
BSU34340_epsD_extracellular_matrix_biosynthesis_enzyme,604,474,450,592,668,551,430,479,308,309
BSU34350_epsC_UDP-sugar_epimerase,864,604,575,844,888,809,623,606,433,437
BSU34360_epsB_protein_tyrosine_kinase,582,429,519,648,489,588,354,503,272,264
BSU34370_epsA_modulator_of_protein_tyrosine_kinase_EpsB,678,752,777,946,608,869,478,665,345,498
BSU34380_slrR_transcriptional_regulator,118,238,324,356,105,319,59,271,60,229
BSU34390_pnbA_para-nitrobenzyl_esterase_(intracellular_esterase_B),940,1090,1100,1025,820,1145,734,1108,684,878
BSU34400_padC_phenolic_acid_decarboxylase,54,58,68,62,31,71,26,56,35,35
BSU34410_yveG_hypothetical_protein,21,39,23,35,10,35,7,21,14,17
BSU34420_yveF_hypothetical_protein,17,22,24,23,8,24,4,11,6,16
BSU34430_racX_amino_acid_racemase,832,824,1006,1139,824,1139,708,1206,737,960
BSU34440_pbpE_penicillin-binding_protein_4*,1903,1928,2364,2629,1798,2949,1522,2591,1572,2326
BSU34450_sacB_levansucrase,122,138,120,130,110,126,79,111,96,92
BSU34460_levB_endolevanase,38,39,38,29,35,40,26,48,25,23
BSU34470_yveA_L-aspartate/L-glutamate_permease,31,21,13,9,23,11,9,13,10,11
BSU34480_yvdT_TetR/AcrR_family_transcriptional_regulator,1340,1418,1344,1692,1299,1558,1234,1497,1439,1292
BSU34490_yvdS_hypothetical_protein,64,73,80,108,111,80,106,90,120,67
BSU34500_yvdR_hypothetical_protein,80,56,71,86,144,68,99,94,154,64
BSU34510_yvdQ_hypothetical_protein,15,9,11,16,8,18,12,14,7,11
BSU34520_yvdP_spore_coat_protein;_oxidoreductase,108,168,116,131,100,132,70,160,91,127
BSU34530_cotR_spore_coat_protein_assembly_factor_CotR,23,43,36,38,23,68,22,47,26,37
BSU34540_clpP_ATP-dependent_Clp_protease_proteolytic_subunit,7390,5597,5837,5334,5458,5777,5769,6098,6311,4697
BSU34550_pgcM_beta-phosphoglucomutase,97,86,54,85,44,79,47,70,51,63
"BSU34560_malL_oligo-1,4-1,6-alpha-glucosidase",113,230,160,183,84,174,75,162,79,150
BSU34570_yvdK_maltose_phosphorylase,156,141,140,153,117,142,86,153,115,122
BSU34580_yvdJ_transporter_protein,43,37,30,40,29,37,23,44,42,21
BSU34590_mdxG_maltodextrin_ABC_transporter_permease,48,33,12,28,36,26,33,21,28,20
BSU34600_mdxF_maltodextrin_ABC_transport_system_permease,47,38,23,40,25,39,25,35,45,25
BSU34610_mdxE_maltose/maltodextrin-binding_lipoprotein,46,80,48,69,35,71,23,66,26,72
"BSU34620_mdxD_glucan_1,4-alpha-maltohexaosidase",74,78,53,61,54,71,40,87,48,73
BSU34630_mdxR_LacI_family_transcriptional_regulator,30,59,52,56,15,69,23,64,33,61
BSU34640_yvdD_hypothetical_protein,934,1478,1424,1536,710,1676,897,2191,1065,1726
BSU34650_yvdC_pyrophosphohydrolase,249,424,423,390,182,439,240,628,254,483
BSU34660_yvdB_anion_transporter,91,70,118,164,223,162,223,239,329,246
BSU34670_yvdA_carbonic_anhydrase,46,74,108,121,70,124,93,224,110,171
BSU34680_yvcT_2-hydroxyacid_dehydrogenase,1818,2387,2290,2493,1423,2342,1517,2815,1800,2369
BSU34690_yvcS_ABC_transporter_permease,1482,1893,1474,1787,1120,1598,990,1674,915,1363
BSU34700_yvcR_ABC_transporter_ATP-binding_protein,679,982,746,861,466,784,457,929,422,699
BSU34710_yvcQ_two-component_sensor_histidine_kinase_YvcP,829,887,719,835,589,736,495,776,521,627
BSU34720_yvcP_two-component_response_regulator_YvcQ,528,845,654,775,364,689,329,717,313,573
BSU34729_yvzJ_lipoprotein,67,63,78,73,51,82,40,80,51,58
BSU34730_yvcN_acetyltransferase,2355,2670,2231,2790,1792,2398,1824,2763,1937,2111
BSU34740_crh_phosphocarrier_protein_Chr,749,1677,1421,1680,618,1455,605,1671,690,1320
BSU34750_whiA_morphogen,2701,4455,3491,4632,2146,3888,2028,4320,2159,3797
BSU34760_yvcK_gluconeogenesis_factor,2618,2945,2424,3071,2017,2748,1988,2801,2126,2523
BSU34770_yvcJ_hypothetical_protein,2140,2948,2233,2900,1669,2770,1493,2831,1616,2504
BSU34780_yvcI_triphosphate_pyrophosphate_hydrolase,1435,1994,1699,1981,1085,1858,1080,1973,1098,1722
BSU34790_trxB_thioredoxin_reductase,3355,4975,4656,5610,2810,4806,2973,4529,2828,3960
BSU34800_cwlO_secreted_cell_wall_DL-endopeptidase,29439,57880,48270,55480,24012,49953,23217,60404,26332,54799
BSU34810_yvcD_hypothetical_protein,2935,4274,3130,3598,2134,3678,1825,3396,1858,2728
BSU34820_bmrA_efflux_transporter_ATP-binding_and_permease,1822,1724,1325,1497,1325,1410,1316,1690,1301,1298
BSU34830_yvzA_hypothetical_protein,671,1110,917,1114,549,1141,480,1285,519,1007
BSU34840_yvcB_hypothetical_protein,3370,7686,5450,6549,2363,7025,2172,7137,2531,7026
BSU34850_yvcA_lipoprotein,1157,2870,2028,2541,927,2684,791,2636,844,2519
BSU34860_hisI_bifunctional_phosphoribosyl-AMP_cyclohydrolase/phosphoribosyl-ATP_pyrophosphatase,9871,10975,12268,13299,8934,11677,8913,14362,9819,10543
BSU34870_hisF_imidazole_glycerol_phosphate_synthase_subunit_HisF,10743,9655,10228,11754,9856,10182,9482,12251,10467,9671
BSU34880_hisA_1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]_imidazole-4-carboxamide_isomerase,9457,9340,9571,11996,8149,10204,8158,11716,9080,9203
BSU34890_hisH_imidazole_glycerol_phosphate_synthase_subunit_HisH,8079,8620,8187,10912,6810,9213,6555,10611,7266,8532
BSU34900_hisB_imidazoleglycerol-phosphate_dehydratase,8117,7613,7781,9380,7533,8454,7271,9617,7742,7820
BSU34910_hisD_histidinol_dehydrogenase,11396,10509,10041,13851,9959,11865,10079,13097,10613,10941
BSU34920_hisG_ATP_phosphoribosyltransferase,5863,6080,6771,8111,5185,6962,5295,8321,5803,6424
BSU34930_hisZ_ATP_phosphoribosyltransferase,8984,9220,9603,12242,7920,10433,8039,11678,8733,9302
BSU34940_yvpB_hydrolase,419,1108,935,1020,420,1129,384,1291,473,1223
BSU34950_pelC_secreted_pectate_lyase,178,198,230,223,148,228,145,313,185,194
BSU34960_yvoF_O-acetyltransferase,1451,1572,1451,1643,1090,1324,1082,1664,1144,1389
BSU34970_hprP_pyrophosphatase_PpaX,1721,2815,2278,2441,1398,2315,1279,2683,1460,2205
BSU34980_yvoD_hypothetical_protein,2464,2210,1998,2254,1974,1985,1940,2307,2060,1871
BSU34990_lgt_prolipoprotein_diacylglyceryl_transferase,1975,2237,1702,2040,1566,1863,1562,2135,1636,1721
BSU35000_hprK_HPr_kinase/phosphorylase,2107,2445,1998,2400,1626,2264,1507,2567,1713,1999
BSU35010_nagA_N-acetylglucosamine-6-phosphate_deacetylase,1184,890,777,819,801,892,773,915,834,719
BSU35020_nagBA_N-acetylglucosamine-6-phosphate_isomerase,672,468,453,486,525,502,510,516,530,467
BSU35030_yvoA_GntR_family_transcriptional_regulator,393,344,284,280,273,335,283,399,322,293
BSU35040_yvnB_phosphohydrolase,412,426,356,443,389,389,285,419,312,294
BSU35050_yvnA_transcriptional_regulator,192,288,261,309,137,343,124,336,135,249
BSU35060_cypX_monooxygenase,430,376,242,297,254,278,207,225,180,190
BSU35070_yvmC_hypothetical_protein,299,400,288,330,138,326,143,271,115,236
BSU35080_yvmB_transcriptional_regulator,141,291,207,300,148,276,118,235,123,188
BSU35090_yvmA_efflux_transporter,375,353,260,345,432,337,303,321,369,251
BSU35100_yvlD_hypothetical_protein,1332,1021,937,923,927,878,852,1077,956,759
BSU35110_yvlC_regulator_(stress_mediated),961,1416,1016,1103,557,1216,553,1138,622,1085
BSU35120_yvlB_hypothetical_protein,5959,8213,6381,7003,3997,6633,3458,7026,3786,5806
BSU35130_yvlA_hypothetical_protein,1803,1534,1119,1232,1093,974,947,1320,1083,929
BSU35140_yvkN_hypothetical_protein,77,116,101,116,58,121,85,121,85,138
BSU35150_yvzB_flagellin,103,112,88,134,120,165,118,167,109,128
BSU35160_uvrA_excinuclease_ABC_subunit_A,4719,4663,4229,4609,3976,4504,4353,5379,4973,4332
BSU35170_uvrB_excinuclease_ABC_subunit_B,2338,2934,2676,3219,2098,3100,2233,3520,2348,2883
BSU35180_csbA_hypothetical_protein,314,167,190,227,213,189,256,240,309,177
BSU35190_yvkC_phosphotransferase,150,182,130,170,123,129,96,179,103,150
BSU35200_yvkB_TetR/AcrR_family_transcriptional_regulator,130,159,150,177,94,191,91,165,90,110
BSU35210_yvkA_efflux_transporter,264,124,97,133,210,131,186,111,197,113
BSU35220_minJ_topological_determinant_of_cell_division,2293,2606,2068,2038,1789,2274,1739,2364,1964,2096
BSU35240_ctpB_PDZ-containing_carboxyl-terminal_protease_processing_protease,58,94,68,91,62,101,46,95,46,48
BSU35250_ftsX_cell-division_ABC_transporter,4741,6815,5959,6413,3803,6447,3564,6708,3733,5760
BSU35260_ftsE_cell-division_ABC_transporter_ATP-binding_protein,3460,6704,5501,6126,2983,5836,2501,5846,2620,5036
BSU35270_cccB_cytochrome_c551,1579,1565,1794,1780,1111,1648,992,1770,1248,1377
BSU35280_yvjA_hypothetical_protein,217,160,133,174,141,130,136,118,99,137
BSU35290_prfB_peptide_chain_release_factor_2,8337,12342,10521,12055,6290,11833,6094,11558,6760,10222
BSU35300_secA_preprotein_translocase_subunit_SecA,17876,23643,20723,23541,14497,23324,14471,23911,15652,21107
BSU35310_yvyD_ribosome-associated_sigma_54_modulation_protein,2313,3280,4438,4353,2809,5480,3459,7097,4339,6178
BSU35319_yvzG_hypothetical_protein,86,159,142,151,98,201,89,183,109,178
BSU35320_fliT_flagellar_assembly_protein_FliT,135,219,171,219,89,227,85,198,87,171
BSU35330_fliS_flagellar_protein_FliS,153,232,162,232,125,183,116,198,111,187
BSU35340_fliD_flagellar_capping_protein,384,714,571,778,291,608,330,759,347,645
BSU35350_yvyC_flagellar_protein_FlaG,58,140,91,118,46,92,57,145,61,122
BSU35360_hag_flagellin,71,141,124,132,72,114,72,140,51,99
BSU35370_csrA_carbon_storage_regulator,80,108,116,113,62,137,67,149,81,86
BSU35380_yviF_flagellar_assembly_protein_FliW,305,696,579,632,284,585,270,629,239,486
BSU35390_yviE_hypothetical_protein,112,186,121,187,114,183,83,164,100,134
BSU35400_flgL_flagellar_hook-associated_protein_FlgL,532,883,692,966,487,828,415,923,453,796
BSU35410_flgK_flagellar_hook-associated_protein_FlgK,999,1527,1252,1584,827,1491,753,1598,861,1463
BSU35420_yvyG_flagellar_protein,281,519,411,551,235,510,230,553,262,471
BSU35430_flgM_anti-sigma_factor_repressor_of_sigma(D)-dependent_transcription,112,286,193,266,108,231,112,219,106,225
BSU35440_yvyF_regulator_of_flagella_formation,285,609,461,573,201,631,195,574,227,508
BSU35450_comFC_DNA_transport_apparatus_protein,458,681,596,648,357,647,309,783,361,642
BSU35460_comFB_hypothetical_protein,223,279,269,301,167,256,177,303,217,286
BSU35470_comFA_helicase_competence_protein,201,238,255,273,210,294,194,284,191,228
BSU35480_yviA_hypothetical_protein,2394,3264,2836,2854,1669,3046,1496,2885,1673,2480
BSU35490_degU_two-component_response_regulator,4753,5296,4590,4735,3000,4991,2936,4853,3597,4513
BSU35500_degS_two-component_sensor_histidine_kinase,2338,4239,3525,4042,1559,3774,1718,4339,1898,3878
BSU35510_yvyE_hypothetical_protein,1800,3081,2657,3138,1411,2823,1215,2941,1181,2171
BSU35520_yvhJ_membrane_bound_transcriptional_regulator,4271,6307,5903,6719,3489,5836,2864,6040,2778,4329
BSU35530_tagO_UDP-N-acetylglucosamine:undecaprenyl-P_N-acetylglucosaminyl-1-P_transferase,5021,5229,4331,4600,4165,4848,3828,4987,4064,4320
BSU35540_tuaH_glycosyltransferase,235,207,117,255,110,124,166,224,236,148
BSU35550_tuaG_glycosyltransferase,172,188,127,211,104,130,134,218,170,165
BSU35560_tuaF_hydrolase,137,170,93,202,80,115,109,211,119,159
BSU35570_tuaE_polymerase_of_teichuronic_acid_repeating_units,368,187,92,249,146,166,229,217,362,165
BSU35580_tuaD_UDP-glucose_6-dehydrogenase,498,258,112,349,130,204,242,218,347,216
BSU35590_tuaC_glycosyltransferase,458,205,69,286,122,104,207,155,317,150
BSU35600_tuaB_colanic_acid_exporter,663,258,49,325,107,90,196,181,334,160
BSU35620_lytC_N-acetylmuramoyl-L-alanine_amidase,228,435,321,413,227,404,218,504,194,425
BSU35630_lytB_modifier_protein_of_major_autolysin_LytC,263,564,424,547,273,488,243,566,263,514
BSU35640_lytA_membrane_bound_lipoprotein,34,151,124,135,44,136,32,177,34,147
BSU35650_lytR_membrane-bound_transcriptional_regulator_LytR,1935,2820,2559,2492,1410,2401,1266,2928,1414,2385
BSU35660_mnaA_UDP-N-acetylmannosamine_2-epimerase,1537,1598,1280,1255,960,1341,849,1230,793,925
BSU35670_gtaB_UTP-glucose-1-phosphate_uridylyltransferase,7246,8615,7812,8056,5237,8197,5399,8426,6332,6986
BSU35680_ggaB_poly(glucosyl_N-acetylgalactosamine_1-phosphate)_glucosyltransferase,1880,6919,5080,6237,1655,8439,1844,7927,2037,9717
BSU35690_ggaA_poly(glucosyl_N-acetylgalactosamine_1-phosphate)_glucosyltransferase,640,2245,1517,1996,484,2815,507,2517,643,3144
BSU35700_tagH_ATP-binding_teichoic_acid_transporter_component,5973,11930,9149,11074,5226,10490,4358,9721,4109,7866
BSU35710_tagG_teichoic_acid_s_permease,2783,3873,2776,3768,2208,3514,1842,2808,1779,2546
BSU35720_tagF_CDP-glycerol:poly(glycerophosphate)_glycerophosphotransferase,8425,20673,12965,17987,5945,17664,5162,14963,4888,13266
BSU35730_tagE_UDP-glucose:polyglycerol_phosphate_alpha-glucosyltransferase,5621,15524,10291,14524,3805,13477,3320,11989,3272,10418
